chembl_id,smiles,mw,hbd,hba,logp,rotb,ar
CHEMBL294028,CC(/C(F)=C/c1ccc(Oc2ccc(F)cc2)o1)N(O)C(N)=O,324.283,2,4,3.679800000000003,5,2
CHEMBL36520,COc1ccc2c3c1O[C@H]1C(=O)[C@@H](C)CC4(O)C(C2)N(C)CCC314,329.39600000000013,1,5,1.2941999999999998,1,1
CHEMBL59123,c1ccc(C(CCNCCCCc2c[nH]cn2)c2ccccn2)nc1,335.455,2,4,3.334200000000002,10,3
CHEMBL299541,NS(=O)(=O)c1ccccc1-c1ccc(NC(=O)C2CC(c3ccccc3)=NO2)cc1,421.4780000000001,2,5,3.1327000000000016,5,3
CHEMBL430922,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,370.4050000000001,3,4,2.1134,8,2
CHEMBL62950,CN(C)CCO/N=C/[C@H]1CC[C@]2(O)C[C@@H](c3cccc(CO)c3)CC[C@]12C,374.52500000000015,2,5,3.1578000000000017,7,1
CHEMBL295597,COc1ccc2c(c1)c1oc(C(=O)Nc3nn[nH]n3)c(OC(C)C)c1n2-c1ccccc1,432.44000000000017,2,7,3.9379000000000017,6,5
CHEMBL65407,Cc1noc(NS(=O)(=O)c2ccsc2C(=O)Nc2ccccc2)c1Cl,397.8650000000001,2,6,3.7510200000000022,5,3
CHEMBL88613,CN(C)CCNC(=O)c1cccc2c1Oc1c(cccc1C(=O)NCCN(C)C)O2,412.49000000000024,2,6,2.1674,8,2
CHEMBL11760,CCCN(CCC)C1CCc2cccc(OC)c2C1,261.409,0,2,3.674500000000003,6,1
CHEMBL78779,Cc1c(Cc2ccc(F)cc2)c(=O)oc2cc(OC(=O)N(C)C)ccc12,355.3650000000001,0,4,3.891720000000003,3,3
CHEMBL82187,CCOc1cc2c(cc1O)/C(=N/O)CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,359.4660000000001,3,5,4.033800000000003,2,1
